Start file: scen/Berlin_1_256-even-10.scen,
iteration: 0, cost: 22850, duration: 104872338775, num_raplans: 9
iteration: 1, cost: 22950, duration: 86933505965, num_raplans: 7
iteration: 2, cost: 22382, duration: 94384717022, num_raplans: 9
iteration: 3, cost: 22821, duration: 97179481054, num_raplans: 9
iteration: 4, cost: 23220, duration: 113556422091, num_raplans: 14
iteration: 5, cost: 23094, duration: 83104270908, num_raplans: 6
iteration: 6, cost: 22695, duration: 77898514254, num_raplans: 5
iteration: 7, cost: 22602, duration: 78516673332, num_raplans: 5
iteration: 8, cost: 22781, duration: 78955069950, num_raplans: 5
iteration: 9, cost: 22838, duration: 115332723175, num_raplans: 13
iteration: 10, cost: 23126, duration: 102692483337, num_raplans: 10
iteration: 11, cost: 23298, duration: 112120959731, num_raplans: 13
iteration: 12, cost: 23162, duration: 99436668410, num_raplans: 8
iteration: 13, cost: 23132, duration: 111109100693, num_raplans: 10
iteration: 14, cost: 22776, duration: 88490649544, num_raplans: 7
Instance summary: num_iteration:15, avg_cost: 22915.133333333335, avg_duration: 96305571882.73334, avg_replans: 8, std_duration: 13461113714.033485, success_ratio: 100.0%


