scen/room-32-32-4-even-1.scen,506,3.5762786865234375e-06
scen/room-32-32-4-even-1.scen,556,0.037612199783325195
scen/room-32-32-4-even-1.scen,552,0.1272265911102295
scen/room-32-32-4-even-1.scen,541,0.04557037353515625
scen/room-32-32-4-even-1.scen,548,0.05232882499694824
scen/room-32-32-4-even-1.scen,554,0.035845041275024414
scen/room-32-32-4-even-1.scen,516,0.041439056396484375
scen/room-32-32-4-even-1.scen,560,0.11398696899414062
scen/room-32-32-4-even-1.scen,500,0.016667842864990234
scen/room-32-32-4-even-1.scen,549,0.08109688758850098
