Start file: scen/maze-128-128-2-random-14.scen,
iteration: 0, cost: 65724, duration: 151852800738, num_raplans: 13
iteration: 1, cost: 65213, duration: 163192391371, num_raplans: 14
iteration: 2, cost: 64176, duration: 135089648222, num_raplans: 10
iteration: 3, cost: 64192, duration: 115721641310, num_raplans: 7
iteration: 4, cost: 62863, duration: 141796590446, num_raplans: 14
iteration: 5, cost: 64704, duration: 168207161156, num_raplans: 15
iteration: 6, cost: 63211, duration: 103088765957, num_raplans: 8
iteration: 7, cost: 65672, duration: 162056929640, num_raplans: 14
iteration: 8, cost: 64483, duration: 204779427696, num_raplans: 19
iteration: 9, cost: 65260, duration: 147431460973, num_raplans: 11
iteration: 10, cost: 64671, duration: 145096072401, num_raplans: 11
iteration: 11, cost: 65695, duration: 151410462078, num_raplans: 11
iteration: 12, cost: 63735, duration: 152845024811, num_raplans: 13
iteration: 13, cost: 65974, duration: 178741127071, num_raplans: 14
iteration: 14, cost: 63821, duration: 121564784789, num_raplans: 7
Instance summary: num_iteration:15, avg_cost: 64626.26666666667, avg_duration: 149524952577.26666, avg_replans: 12, std_duration: 25343878618.64932, success_ratio: 100.0%


