Start file: scen/maze-128-128-2-even-23.scen,
iteration: 0, cost: 69478, duration: 171919894382, num_raplans: 15
iteration: 1, cost: 69845, duration: 195880742627, num_raplans: 16
iteration: 2, cost: 69863, duration: 181721504757, num_raplans: 17
iteration: 3, cost: 68434, duration: 136247905528, num_raplans: 10
iteration: 4, cost: 70088, duration: 188755671287, num_raplans: 20
iteration: 5, cost: 68409, duration: 173540115054, num_raplans: 15
iteration: 6, cost: 70185, duration: 140649035802, num_raplans: 11
iteration: 7, cost: 68906, duration: 192629857400, num_raplans: 18
