Start file: scen/Berlin_1_256-random-22.scen,
iteration: 0, cost: 18149, duration: 87264067131, num_raplans: 9
iteration: 1, cost: 17993, duration: 94404362530, num_raplans: 12
iteration: 2, cost: 18284, duration: 100570108240, num_raplans: 13
iteration: 3, cost: 18080, duration: 97524598884, num_raplans: 12
iteration: 4, cost: 18062, duration: 82673465918, num_raplans: 8
iteration: 5, cost: 18009, duration: 79782497197, num_raplans: 8
iteration: 6, cost: 18065, duration: 81536461901, num_raplans: 8
iteration: 7, cost: 18011, duration: 74097356693, num_raplans: 6
iteration: 8, cost: 18012, duration: 64031733888, num_raplans: 3
iteration: 9, cost: 18008, duration: 76385495065, num_raplans: 6
iteration: 10, cost: 18125, duration: 91204617729, num_raplans: 10
iteration: 11, cost: 18032, duration: 79757961049, num_raplans: 7
iteration: 12, cost: 18169, duration: 101468647370, num_raplans: 13
iteration: 13, cost: 18121, duration: 70694130803, num_raplans: 4
iteration: 14, cost: 18062, duration: 79165779005, num_raplans: 7
Instance summary: num_iteration:15, avg_cost: 18078.8, avg_duration: 84037418893.53334, avg_replans: 8, std_duration: 11123426941.76176, success_ratio: 100.0%


