Start file: scen/warehouse-10-20-10-2-1-even-2.scen,
iteration: 0, cost: 11025, duration: 29425746042, num_raplans: 22
iteration: 1, cost: 10961, duration: 37311630725, num_raplans: 28
iteration: 2, cost: 10931, duration: 23218860145, num_raplans: 16
iteration: 3, cost: 10711, duration: 17186134301, num_raplans: 9
iteration: 4, cost: 10711, duration: 26526149976, num_raplans: 20
iteration: 5, cost: 11115, duration: 29852194167, num_raplans: 22
iteration: 6, cost: 10976, duration: 25600712361, num_raplans: 18
iteration: 7, cost: 10757, duration: 21806920206, num_raplans: 14
iteration: 8, cost: 11290, duration: 23310266907, num_raplans: 13
iteration: 9, cost: 10958, duration: 30171268671, num_raplans: 23
iteration: 10, cost: 10866, duration: 24735985444, num_raplans: 17
iteration: 11, cost: 10636, duration: 18299772146, num_raplans: 12
iteration: 12, cost: 10935, duration: 24138135595, num_raplans: 16
iteration: 13, cost: 11081, duration: 32546906023, num_raplans: 24
iteration: 14, cost: 10935, duration: 28531961394, num_raplans: 22
Instance summary: num_iteration:15, avg_cost: 10925.866666666667, avg_duration: 26177509606.866665, avg_replans: 18, std_duration: 5316801971.775375, success_ratio: 100.0%

Instance_summary: num_iteration: 15, avg_cost: 10925.866666666667, avg_duration: 26177509606.866665, avg_replans: 18, pstd_duration: 5136518697.191989, success_ratio: 100.0%
Instance_summary: num_iteration:  15, avg_cost: 10925.866666666667, avg_duration: 26177509606.866665, avg_replans: 18, pstd_duration: 5136518697.191989, success_ratio: 100.0%
Instance_summary: num_iteration:   15, avg_cost: 10925.866666666667, avg_duration: 26177509606.866665, avg_replans: 18, pstd_duration: 5136518697.191989, success_ratio: 100.0%
Instance_summary: num_iteration:    15, avg_cost: 10925.866666666667, avg_duration: 26177509606.866665, avg_replans: 18, pstd_duration: 5136518697.191989, success_ratio: 100.0%

