Start file: scen/warehouse-20-40-10-2-2-even-4.scen,
iteration: 0, cost: 23927, duration: 130480658398, num_raplans: 17
iteration: 1, cost: 22927, duration: 110699663579, num_raplans: 16
iteration: 2, cost: 22593, duration: 102148752765, num_raplans: 14
iteration: 3, cost: 22514, duration: 94917131845, num_raplans: 12
iteration: 4, cost: 22416, duration: 114030355781, num_raplans: 16
iteration: 5, cost: 22625, duration: 99482451491, num_raplans: 10
iteration: 6, cost: 22895, duration: 98873229603, num_raplans: 11
iteration: 7, cost: 23202, duration: 125847993885, num_raplans: 16
iteration: 8, cost: 22496, duration: 94556797381, num_raplans: 10
iteration: 9, cost: 23208, duration: 119497067969, num_raplans: 15
iteration: 10, cost: 22640, duration: 124878463166, num_raplans: 17
iteration: 11, cost: 22407, duration: 92422569046, num_raplans: 9
iteration: 12, cost: 23162, duration: 136516963896, num_raplans: 18
iteration: 13, cost: 22325, duration: 90818696444, num_raplans: 9
iteration: 14, cost: 22400, duration: 85095805901, num_raplans: 8
Instance summary: num_iteration:15, avg_cost: 22782.466666666667, avg_duration: 108017773410, avg_replans: 13, std_duration: 16261879831.185776, success_ratio: 100.0%

Instance_summary: num_iteration: 15, avg_cost: 22782.466666666667, avg_duration: 108017773410, avg_replans: 13, pstd_duration: 15710468482.331505, success_ratio: 100.0%

