Start file: scen/empty-48-48-even-13.scen,
iteration: 0, cost: 3357, duration: 8176732040, num_raplans: 17
iteration: 1, cost: 3371, duration: 10511234719, num_raplans: 25
iteration: 2, cost: 3382, duration: 6810951272, num_raplans: 12
iteration: 3, cost: 3416, duration: 10320280342, num_raplans: 23
iteration: 4, cost: 3395, duration: 7774124009, num_raplans: 15
iteration: 5, cost: 3302, duration: 7858127808, num_raplans: 16
iteration: 6, cost: 3309, duration: 6018364031, num_raplans: 10
iteration: 7, cost: 3392, duration: 7484457965, num_raplans: 14
iteration: 8, cost: 3321, duration: 8225150077, num_raplans: 18
iteration: 9, cost: 3309, duration: 6846236242, num_raplans: 14
iteration: 10, cost: 3322, duration: 12311781705, num_raplans: 30
iteration: 11, cost: 3402, duration: 9821880745, num_raplans: 21
iteration: 12, cost: 3333, duration: 11529207000, num_raplans: 28
iteration: 13, cost: 3369, duration: 10227760834, num_raplans: 23
iteration: 14, cost: 3303, duration: 6379831305, num_raplans: 12
Instance summary: num_iteration:15, avg_cost: 3352.2, avg_duration: 8686408006.266666, avg_replans: 18, std_duration: 1957901321.024847, success_ratio: 100.0%

Instance_summary: num_iteration: 15, avg_cost: 3352.2, avg_duration: 8686408006.266666, avg_replans: 18, pstd_duration: 1891512378.3222034, success_ratio: 100.0%
Instance_summary: num_iteration:  15, avg_cost: 3352.2, avg_duration: 8686408006.266666, avg_replans: 18, pstd_duration: 1891512378.3222034, success_ratio: 100.0%
Instance_summary: num_iteration:   15, avg_cost: 3352.2, avg_duration: 8686408006.266666, avg_replans: 18, pstd_duration: 1891512378.3222034, success_ratio: 100.0%
Instance_summary: num_iteration:    15, avg_cost: 3352.2, avg_duration: 8686408006.266666, avg_replans: 18, pstd_duration: 1891512378.3222034, success_ratio: 100.0%

