Start file: scen/Berlin_1_256-random-11.scen,
iteration: 0, cost: 17218, duration: 71072949752, num_raplans: 5
iteration: 1, cost: 17323, duration: 69029103723, num_raplans: 5
iteration: 2, cost: 17336, duration: 67134717278, num_raplans: 4
iteration: 3, cost: 17292, duration: 67130649044, num_raplans: 4
iteration: 4, cost: 17247, duration: 74826446934, num_raplans: 6
iteration: 5, cost: 17220, duration: 67099753981, num_raplans: 4
iteration: 6, cost: 17287, duration: 58888803505, num_raplans: 2
iteration: 7, cost: 17297, duration: 58787406318, num_raplans: 2
iteration: 8, cost: 17301, duration: 70937255230, num_raplans: 5
iteration: 9, cost: 17218, duration: 71320249328, num_raplans: 5
iteration: 10, cost: 17293, duration: 70862676550, num_raplans: 5
iteration: 11, cost: 17290, duration: 59367611613, num_raplans: 2
iteration: 12, cost: 17290, duration: 60003714779, num_raplans: 2
iteration: 13, cost: 17289, duration: 62420933397, num_raplans: 3
iteration: 14, cost: 17298, duration: 72636409309, num_raplans: 6
Instance summary: num_iteration:15, avg_cost: 17279.933333333334, avg_duration: 66767912049.4, avg_replans: 4, std_duration: 5499740102.100393, success_ratio: 100.0%


