Start file: scen/maze-32-32-4-random-3.scen,
iteration: 0, cost: 5945, duration: 6811318058, num_raplans: 8
iteration: 1, cost: 6039, duration: 11179881301, num_raplans: 19
iteration: 2, cost: 10493, duration: 11920783913, num_raplans: 12
iteration: 3, cost: 6161, duration: 8558764575, num_raplans: 12
iteration: 4, cost: 8585, duration: 10748779372, num_raplans: 12
iteration: 5, cost: 5817, duration: 8393250859, num_raplans: 11
iteration: 6, cost: 12346, duration: 13368702159, num_raplans: 13
iteration: 7, cost: 11835, duration: 12674454990, num_raplans: 13
iteration: 8, cost: 8136, duration: 12593353108, num_raplans: 16
iteration: 9, cost: 5724, duration: 7023117220, num_raplans: 9
iteration: 10, cost: 8722, duration: 13301133225, num_raplans: 18
iteration: 11, cost: 9116, duration: 12025795062, num_raplans: 15
iteration: 12, cost: 5374, duration: 8236081344, num_raplans: 13
iteration: 13, cost: 10064, duration: 13601539919, num_raplans: 15
iteration: 14, cost: 6095, duration: 9741238306, num_raplans: 14
Instance summary: num_iteration:15, avg_cost: 8030.133333333333, avg_duration: 10678546227.4, avg_replans: 13, std_duration: 2372480305.4988194, success_ratio: 100.0%

Instance_summary: num_iteration: 15, avg_cost: 8030.133333333333, avg_duration: 10678546227.4, avg_replans: 13, pstd_duration: 2292033728.659867, success_ratio: 100.0%
Instance_summary: num_iteration:  15, avg_cost: 8030.133333333333, avg_duration: 10678546227.4, avg_replans: 13, pstd_duration: 2292033728.659867, success_ratio: 100.0%
Instance_summary: num_iteration:   15, avg_cost: 8030.133333333333, avg_duration: 10678546227.4, avg_replans: 13, pstd_duration: 2292033728.659867, success_ratio: 100.0%
Instance_summary: num_iteration:    15, avg_cost: 8030.133333333333, avg_duration: 10678546227.4, avg_replans: 13, pstd_duration: 2292033728.659867, success_ratio: 100.0%

