Start file: scen/warehouse-10-20-10-2-2-random-11.scen,
iteration: 0, cost: 9422, duration: 30964643551, num_raplans: 16
iteration: 1, cost: 9307, duration: 20612854443, num_raplans: 8
iteration: 2, cost: 9419, duration: 27624592448, num_raplans: 12
iteration: 3, cost: 9358, duration: 26248796614, num_raplans: 14
iteration: 4, cost: 9316, duration: 22099453212, num_raplans: 10
iteration: 5, cost: 9619, duration: 33846167338, num_raplans: 17
iteration: 6, cost: 9604, duration: 27799098122, num_raplans: 13
iteration: 7, cost: 9456, duration: 30477471674, num_raplans: 15
iteration: 8, cost: 9344, duration: 22952774681, num_raplans: 9
iteration: 9, cost: 9127, duration: 24355145865, num_raplans: 11
iteration: 10, cost: 9411, duration: 22915845327, num_raplans: 10
iteration: 11, cost: 9472, duration: 30284122208, num_raplans: 17
iteration: 12, cost: 9865, duration: 34359373164, num_raplans: 18
iteration: 13, cost: 9437, duration: 28309655561, num_raplans: 15
iteration: 14, cost: 9675, duration: 24443627061, num_raplans: 10
Instance summary: num_iteration:15, avg_cost: 9455.466666666667, avg_duration: 27152908084.6, avg_replans: 13, std_duration: 4259327133.9100943, success_ratio: 100.0%

Instance_summary: num_iteration: 15, avg_cost: 9455.466666666667, avg_duration: 27152908084.6, avg_replans: 13, pstd_duration: 4114900945.51723, success_ratio: 100.0%
Instance_summary: num_iteration:  15, avg_cost: 9455.466666666667, avg_duration: 27152908084.6, avg_replans: 13, pstd_duration: 4114900945.51723, success_ratio: 100.0%
Instance_summary: num_iteration:   15, avg_cost: 9455.466666666667, avg_duration: 27152908084.6, avg_replans: 13, pstd_duration: 4114900945.51723, success_ratio: 100.0%
Instance_summary: num_iteration:    15, avg_cost: 9455.466666666667, avg_duration: 27152908084.6, avg_replans: 13, pstd_duration: 4114900945.51723, success_ratio: 100.0%

